_id, propertyAvail, locationName, photoUrl, price, rating, reviewCount
603,Hotel Room • Port Trudie,"Visionary Condo in Carmelberg",https://s3.amazonaws.com/similar-homes-module/city/city186.jpg,923,3.5,351
604,Hotel Room • East Bessiefort,"Bleeding-edge Studio in Lake Idell",https://s3.amazonaws.com/similar-homes-module/city/city378.jpg,1715,3,721
605,Hotel Room • New Beatrice,"Bricks-and-clicks Condo in Lake Viola",https://s3.amazonaws.com/similar-homes-module/city/city621.jpg,1907,2.5,88
606,Private room • Pacochahaven,"Granular Chalet in Larissashire",https://s3.amazonaws.com/similar-homes-module/city/city813.jpg,356,3.5,481
607,Hotel Room • Port Bethfort,"Rich Town-Home in Port Carmela",https://s3.amazonaws.com/similar-homes-module/city/city1021.jpg,994,2.5,297
608,Entire home • Kubside,"Transparent Chalet in Georgianaville",https://s3.amazonaws.com/similar-homes-module/city/city225.jpg,1438,3.5,107
609,Private room • North Adeliashire,"Sexy Condo in South Eric",https://s3.amazonaws.com/similar-homes-module/city/city235.jpg,537,3,674
610,Private room • Katherinechester,"Visionary Loft in Hellerfurt",https://s3.amazonaws.com/similar-homes-module/city/city978.jpg,150,3,719
611,Hotel Room • Miltonton,"Robust Apartment in Maxwellfort",https://s3.amazonaws.com/similar-homes-module/city/city880.jpg,1968,5,678
612,Private room • North Karlport,"Dynamic Vacation-House in East Alvera",https://s3.amazonaws.com/similar-homes-module/city/city156.jpg,1472,5,164
613,Entire home • New Luciusfort,"Collaborative Studio in Elliottmouth",https://s3.amazonaws.com/similar-homes-module/city/city928.jpg,878,3,436
614,Entire home • North Shawnaburgh,"Front-end Terrace in South Williehaven",https://s3.amazonaws.com/similar-homes-module/city/city586.jpg,1173,4.5,508
615,Entire home • Rollinport,"Next-generation Loft in Lake Jedediahstad",https://s3.amazonaws.com/similar-homes-module/city/city127.jpg,536,5,729
616,Entire home • Giovanichester,"Wireless Loft in Tavareshaven",https://s3.amazonaws.com/similar-homes-module/city/city352.jpg,998,5,423
617,Hotel Room • South Santinofort,"24/365 Duplex in Cameronview",https://s3.amazonaws.com/similar-homes-module/city/city483.jpg,842,5,684
618,Private room • Lake Mohammed,"Next-generation Home in Lake Fabian",https://s3.amazonaws.com/similar-homes-module/city/city227.jpg,1590,3.5,489
619,Hotel Room • Kuhlmanton,"Clicks-and-mortar Duplex in Port Lessie",https://s3.amazonaws.com/similar-homes-module/city/city973.jpg,1406,3,727
620,Entire home • Walkermouth,"Sexy Town-Home in North Jamel",https://s3.amazonaws.com/similar-homes-module/city/city250.jpg,1141,2.5,170
621,Private room • East Ozella,"Seamless Condo in Joanberg",https://s3.amazonaws.com/similar-homes-module/city/city561.jpg,1102,3,694
622,Entire home • Nikkifurt,"Dot-com Condo in North Kris",https://s3.amazonaws.com/similar-homes-module/city/city532.jpg,906,4.5,459
623,Private room • Katelynberg,"Revolutionary Penthouse in Watsicaborough",https://s3.amazonaws.com/similar-homes-module/city/city271.jpg,517,2.5,561
624,Hotel Room • Damarismouth,"Sticky Home in South Kamronland",https://s3.amazonaws.com/similar-homes-module/city/city63.jpg,1214,4,160
625,Hotel Room • Lake Leonestad,"Robust Town-Home in North Hank",https://s3.amazonaws.com/similar-homes-module/city/city132.jpg,1926,5,709
626,Hotel Room • Jerdebury,"Visionary Chalet in Imeldastad",https://s3.amazonaws.com/similar-homes-module/city/city707.jpg,314,4.5,28
627,Private room • Port Annabell,"Cross-platform Home in Ortizton",https://s3.amazonaws.com/similar-homes-module/city/city843.jpg,1963,4,384
628,Hotel Room • North Karlie,"End-to-end Town-Home in Maximiliantown",https://s3.amazonaws.com/similar-homes-module/city/city791.jpg,1551,2.5,489
629,Entire home • Lake Tristian,"Interactive Studio in Wiegandside",https://s3.amazonaws.com/similar-homes-module/city/city827.jpg,125,4.5,548
630,Entire home • Adamstown,"Cutting-edge House in North Rettaside",https://s3.amazonaws.com/similar-homes-module/city/city364.jpg,932,4,143
631,Private room • Clovisfort,"Integrated Duplex in North Emmyberg",https://s3.amazonaws.com/similar-homes-module/city/city447.jpg,1012,5,200
632,Private room • Lake Cooper,"Integrated House in Wisokytown",https://s3.amazonaws.com/similar-homes-module/city/city812.jpg,1450,4.5,43
633,Entire home • Port Staceymouth,"Sticky Yurt in Sageshire",https://s3.amazonaws.com/similar-homes-module/city/city324.jpg,1644,3,489
634,Entire home • Lake Camren,"Vertical Condo in Port Manuela",https://s3.amazonaws.com/similar-homes-module/city/city622.jpg,877,2.5,582
635,Entire home • South Americaview,"Dot-com Villa in East Ariane",https://s3.amazonaws.com/similar-homes-module/city/city663.jpg,89,2.5,360
636,Hotel Room • New Delphiaton,"Innovative Studio in New Kelvin",https://s3.amazonaws.com/similar-homes-module/city/city434.jpg,982,5,173
637,Entire home • Nolamouth,"Turn-key Villa in Lake Lenoraside",https://s3.amazonaws.com/similar-homes-module/city/city595.jpg,744,5,38
638,Hotel Room • Lake Sincerestad,"Clicks-and-mortar Town-Home in Willaberg",https://s3.amazonaws.com/similar-homes-module/city/city890.jpg,734,4,189
639,Private room • Jakaylamouth,"Enterprise Bungaloo in New Hilton",https://s3.amazonaws.com/similar-homes-module/city/city769.jpg,1651,4,500
640,Hotel Room • North Albina,"Next-generation Cabin in Lake Destanybury",https://s3.amazonaws.com/similar-homes-module/city/city735.jpg,747,5,270
641,Private room • New Jaeden,"B2C Home in Jorgeville",https://s3.amazonaws.com/similar-homes-module/city/city258.jpg,1415,3.5,390
642,Entire home • Rheafurt,"B2B Studio in Huelmouth",https://s3.amazonaws.com/similar-homes-module/city/city106.jpg,1474,4.5,752
643,Hotel Room • Moenview,"One-to-one Chalet in Port Lukasmouth",https://s3.amazonaws.com/similar-homes-module/city/city213.jpg,1727,3.5,705
644,Entire home • Marinaburgh,"Vertical Condo in Lake Ellieshire",https://s3.amazonaws.com/similar-homes-module/city/city940.jpg,911,3,579
645,Entire home • West Laneyhaven,"Open-source Suite in New Dinoshire",https://s3.amazonaws.com/similar-homes-module/city/city248.jpg,1125,3.5,527
646,Private room • New Amelymouth,"Open-source Chalet in Melissastad",https://s3.amazonaws.com/similar-homes-module/city/city198.jpg,376,3,696
647,Private room • North Michele,"Dynamic Duplex in Ullrichfort",https://s3.amazonaws.com/similar-homes-module/city/city947.jpg,440,3.5,491
648,Private room • Jayneton,"Open-source Penthouse in Kiehnview",https://s3.amazonaws.com/similar-homes-module/city/city354.jpg,1568,5,299
649,Hotel Room • Port Trudieport,"Transparent Yurt in Johnstonmouth",https://s3.amazonaws.com/similar-homes-module/city/city393.jpg,944,4,151
650,Private room • New Louveniaville,"Interactive Suite in Monserrathaven",https://s3.amazonaws.com/similar-homes-module/city/city664.jpg,1509,5,318
651,Private room • Agnesland,"Compelling Suite in West Jovannybury",https://s3.amazonaws.com/similar-homes-module/city/city63.jpg,1140,2.5,491
652,Private room • West Evan,"Killer Cabin in Madonnaborough",https://s3.amazonaws.com/similar-homes-module/city/city111.jpg,85,4,733
653,Private room • South Melvinborough,"Cutting-edge Yurt in East Babyland",https://s3.amazonaws.com/similar-homes-module/city/city433.jpg,1370,2.5,581
654,Private room • West Dee,"Granular Yurt in Brooksshire",https://s3.amazonaws.com/similar-homes-module/city/city518.jpg,515,4.5,720
655,Hotel Room • Langmouth,"Revolutionary Loft in Demarcofort",https://s3.amazonaws.com/similar-homes-module/city/city1010.jpg,1027,2.5,599
656,Hotel Room • Reynoldshaven,"Integrated Home in West Kurtchester",https://s3.amazonaws.com/similar-homes-module/city/city365.jpg,950,4,442
657,Private room • Port Roderickshire,"Customized Home in Barrettfort",https://s3.amazonaws.com/similar-homes-module/city/city81.jpg,720,5,675
658,Hotel Room • Funkfort,"Visionary Villa in Grantchester",https://s3.amazonaws.com/similar-homes-module/city/city651.jpg,1846,2.5,589
659,Private room • New Ciceromouth,"Magnetic House in West Angel",https://s3.amazonaws.com/similar-homes-module/city/city837.jpg,1562,4,567
660,Private room • Port Rocioside,"Sticky Apartment in Hilllfurt",https://s3.amazonaws.com/similar-homes-module/city/city301.jpg,664,3.5,284
661,Private room • Akeemport,"Sticky Cabin in West Lydia",https://s3.amazonaws.com/similar-homes-module/city/city553.jpg,1679,3.5,151
662,Hotel Room • Welchside,"Compelling Penthouse in East Webster",https://s3.amazonaws.com/similar-homes-module/city/city615.jpg,1148,4,377
663,Private room • South Mervinstad,"Intuitive Condo in Malachibury",https://s3.amazonaws.com/similar-homes-module/city/city65.jpg,1728,4,111
664,Entire home • North Deonte,"Distributed Penthouse in North Chestershire",https://s3.amazonaws.com/similar-homes-module/city/city574.jpg,154,5,436
665,Entire home • Ivafurt,"Seamless Duplex in South Georgette",https://s3.amazonaws.com/similar-homes-module/city/city732.jpg,1147,2.5,678
666,Hotel Room • East Coy,"Granular Chalet in West Miafurt",https://s3.amazonaws.com/similar-homes-module/city/city164.jpg,1573,4,297
667,Hotel Room • Feestbury,"Out-of-the-box Penthouse in East Kay",https://s3.amazonaws.com/similar-homes-module/city/city359.jpg,1687,4,44
668,Hotel Room • North Jermaineborough,"Viral Loft in South Rebekah",https://s3.amazonaws.com/similar-homes-module/city/city25.jpg,375,3,149
669,Entire home • North Tito,"Clicks-and-mortar Chalet in Lake Travistown",https://s3.amazonaws.com/similar-homes-module/city/city634.jpg,1764,3,508
670,Hotel Room • East Alessandroview,"Clicks-and-mortar Apartment in Eunamouth",https://s3.amazonaws.com/similar-homes-module/city/city606.jpg,835,3.5,473
671,Private room • Baileyburgh,"Dynamic Suite in North Kayleigh",https://s3.amazonaws.com/similar-homes-module/city/city348.jpg,1432,3.5,601
672,Private room • New Lorena,"Dynamic Vacation-House in East Genevieve",https://s3.amazonaws.com/similar-homes-module/city/city470.jpg,1674,5,403
673,Private room • Port Robert,"Transparent Vacation-House in South Royalstad",https://s3.amazonaws.com/similar-homes-module/city/city24.jpg,716,5,661
674,Entire home • Tinatown,"Compelling Villa in Elinormouth",https://s3.amazonaws.com/similar-homes-module/city/city611.jpg,184,2.5,721
675,Entire home • Kirlinstad,"Distributed Penthouse in Bergstromtown",https://s3.amazonaws.com/similar-homes-module/city/city606.jpg,1400,2.5,265
676,Entire home • Rickyside,"Strategic House in Daretown",https://s3.amazonaws.com/similar-homes-module/city/city747.jpg,1087,4,633
677,Entire home • New Cara,"Robust Villa in Port Cierra",https://s3.amazonaws.com/similar-homes-module/city/city858.jpg,742,2.5,636
678,Entire home • West Destiny,"Proactive Duplex in Mayaside",https://s3.amazonaws.com/similar-homes-module/city/city760.jpg,1766,3.5,258
679,Hotel Room • Kerlukeland,"Extensible Penthouse in Koeppbury",https://s3.amazonaws.com/similar-homes-module/city/city139.jpg,423,3,561
680,Hotel Room • New Adrianmouth,"B2C Studio in Antoniofort",https://s3.amazonaws.com/similar-homes-module/city/city672.jpg,1383,3,407
681,Entire home • Krisfurt,"Cross-media Condo in Karaland",https://s3.amazonaws.com/similar-homes-module/city/city699.jpg,1846,3.5,233
682,Entire home • New Yessenia,"Extensible Yurt in Donnellyfort",https://s3.amazonaws.com/similar-homes-module/city/city256.jpg,866,5,192
683,Private room • South Charlieberg,"Innovative Cabin in Koelpinside",https://s3.amazonaws.com/similar-homes-module/city/city122.jpg,675,5,134
684,Entire home • Buckridgeside,"Open-source Loft in East Shanon",https://s3.amazonaws.com/similar-homes-module/city/city881.jpg,436,4,279
685,Entire home • Leschhaven,"Revolutionary Vacation-House in Cliftonborough",https://s3.amazonaws.com/similar-homes-module/city/city86.jpg,1398,2.5,377
686,Private room • Jenkinshaven,"Bricks-and-clicks Penthouse in East Siennaton",https://s3.amazonaws.com/similar-homes-module/city/city105.jpg,560,4,398
687,Entire home • Cummingschester,"Scalable Duplex in Tobytown",https://s3.amazonaws.com/similar-homes-module/city/city710.jpg,1643,5,701
688,Entire home • Terrilltown,"Interactive Studio in Cristland",https://s3.amazonaws.com/similar-homes-module/city/city842.jpg,625,3,776
689,Private room • South Teresa,"Distributed Villa in North Selina",https://s3.amazonaws.com/similar-homes-module/city/city46.jpg,1539,4.5,312
690,Private room • Darrintown,"Vertical Chalet in New Darrel",https://s3.amazonaws.com/similar-homes-module/city/city138.jpg,1052,4.5,521
691,Hotel Room • West Juanita,"Bleeding-edge Apartment in Martinefurt",https://s3.amazonaws.com/similar-homes-module/city/city264.jpg,1605,5,217
692,Hotel Room • East Jazlyn,"Granular Vacation-House in Gleichnerside",https://s3.amazonaws.com/similar-homes-module/city/city422.jpg,399,3.5,656
693,Entire home • Swiftport,"Transparent Villa in Windlerstad",https://s3.amazonaws.com/similar-homes-module/city/city669.jpg,1822,3,623
694,Entire home • Jayneville,"Plug-and-play Loft in Wintheiserside",https://s3.amazonaws.com/similar-homes-module/city/city1021.jpg,1464,4,767
695,Hotel Room • Port Kadenburgh,"Integrated Town-Home in West Dino",https://s3.amazonaws.com/similar-homes-module/city/city542.jpg,296,3,540
696,Hotel Room • North Hettie,"Cross-media Condo in New Rosamondville",https://s3.amazonaws.com/similar-homes-module/city/city400.jpg,1635,4.5,232
697,Hotel Room • Kylermouth,"Transparent Suite in South Otho",https://s3.amazonaws.com/similar-homes-module/city/city31.jpg,747,2.5,83
698,Entire home • Lynchtown,"Cross-media Suite in Brownberg",https://s3.amazonaws.com/similar-homes-module/city/city218.jpg,1666,2.5,740
699,Private room • Port Lonie,"Enterprise Terrace in South Eden",https://s3.amazonaws.com/similar-homes-module/city/city836.jpg,1497,4,339
700,Private room • Zakarybury,"Customized Villa in South Stephanyville",https://s3.amazonaws.com/similar-homes-module/city/city834.jpg,1448,3.5,296
701,Hotel Room • Port Edythe,"Mission-critical Town-Home in Amariview",https://s3.amazonaws.com/similar-homes-module/city/city547.jpg,1057,3,169
702,Entire home • South Annamarie,"Visionary Loft in South Jon",https://s3.amazonaws.com/similar-homes-module/city/city786.jpg,314,2.5,615
703,Private room • Edmouth,"Cross-media Bungaloo in North Gerhardtown",https://s3.amazonaws.com/similar-homes-module/city/city525.jpg,1614,5,684
704,Hotel Room • New Maureenburgh,"E-business Town-Home in South Rupert",https://s3.amazonaws.com/similar-homes-module/city/city489.jpg,1317,3,645
705,Private room • Moorehaven,"Synergistic Terrace in Beahanchester",https://s3.amazonaws.com/similar-homes-module/city/city746.jpg,1145,5,179
706,Entire home • Amandastad,"One-to-one House in New Justicestad",https://s3.amazonaws.com/similar-homes-module/city/city474.jpg,1170,2.5,85
707,Private room • East Frida,"Strategic Town-Home in North Judahfort",https://s3.amazonaws.com/similar-homes-module/city/city933.jpg,324,5,323
708,Hotel Room • North Sylvan,"Out-of-the-box Vacation-House in Easterside",https://s3.amazonaws.com/similar-homes-module/city/city542.jpg,1130,2.5,520
709,Private room • Daughertyfurt,"Rich Duplex in East Arvid",https://s3.amazonaws.com/similar-homes-module/city/city153.jpg,589,4.5,190
710,Hotel Room • Albinfort,"Dynamic Penthouse in South Julioburgh",https://s3.amazonaws.com/similar-homes-module/city/city648.jpg,1052,5,727
711,Entire home • Lake Shirleytown,"Holistic Terrace in Lake Jamaal",https://s3.amazonaws.com/similar-homes-module/city/city926.jpg,1950,3,739
712,Hotel Room • South Juvenal,"Vertical Town-Home in Cummeratatown",https://s3.amazonaws.com/similar-homes-module/city/city900.jpg,613,2.5,387
713,Entire home • Cecilland,"Virtual Condo in West Tristonfort",https://s3.amazonaws.com/similar-homes-module/city/city193.jpg,884,3,672
714,Entire home • Casperbury,"Revolutionary Vacation-House in Lake Dawn",https://s3.amazonaws.com/similar-homes-module/city/city785.jpg,1321,5,594
715,Hotel Room • Lake Octavia,"Virtual Suite in West Adrain",https://s3.amazonaws.com/similar-homes-module/city/city982.jpg,1521,4,139
716,Private room • Kunzeland,"Collaborative Suite in Kristianport",https://s3.amazonaws.com/similar-homes-module/city/city459.jpg,1699,4.5,269
717,Private room • New Jamirview,"Viral House in New Paige",https://s3.amazonaws.com/similar-homes-module/city/city641.jpg,1164,3,767
718,Hotel Room • West Joaquin,"Customized Condo in North Jaidamouth",https://s3.amazonaws.com/similar-homes-module/city/city736.jpg,1636,2.5,133
719,Hotel Room • Elmoview,"Customized Penthouse in New Anissamouth",https://s3.amazonaws.com/similar-homes-module/city/city451.jpg,730,3,772
720,Hotel Room • West Garrison,"Real-time Loft in Maceychester",https://s3.amazonaws.com/similar-homes-module/city/city851.jpg,1323,2.5,758
721,Entire home • Johnsonview,"Revolutionary Terrace in Mauricioshire",https://s3.amazonaws.com/similar-homes-module/city/city279.jpg,1707,4,255
722,Entire home • South Nicholaus,"Global Apartment in Antonebury",https://s3.amazonaws.com/similar-homes-module/city/city627.jpg,1856,5,252
723,Private room • Port Tanyaton,"24/7 Cabin in Gretchenshire",https://s3.amazonaws.com/similar-homes-module/city/city333.jpg,1953,3,691
724,Hotel Room • Clovisside,"Out-of-the-box Apartment in Port Tiffanyview",https://s3.amazonaws.com/similar-homes-module/city/city905.jpg,1391,2.5,588
725,Entire home • North Lazaro,"Front-end Villa in Mariliehaven",https://s3.amazonaws.com/similar-homes-module/city/city448.jpg,210,5,559
726,Hotel Room • West Lylaburgh,"Distributed Apartment in Orionshire",https://s3.amazonaws.com/similar-homes-module/city/city359.jpg,154,4.5,221
727,Entire home • East Pearliefort,"Customized Villa in Lake Brianne",https://s3.amazonaws.com/similar-homes-module/city/city759.jpg,1561,3,496
728,Private room • Metzbury,"Front-end Duplex in North Estefaniafort",https://s3.amazonaws.com/similar-homes-module/city/city468.jpg,1536,5,134
729,Entire home • Neomaland,"E-business Terrace in East Gwendolynmouth",https://s3.amazonaws.com/similar-homes-module/city/city162.jpg,1290,3,296
730,Entire home • North Jessica,"Wireless Condo in Tyreekhaven",https://s3.amazonaws.com/similar-homes-module/city/city328.jpg,1630,2.5,84
731,Private room • North Gisselleberg,"Turn-key Penthouse in South Veda",https://s3.amazonaws.com/similar-homes-module/city/city703.jpg,195,4,96
732,Hotel Room • Meghanberg,"Virtual Apartment in Kayatown",https://s3.amazonaws.com/similar-homes-module/city/city495.jpg,859,5,278
733,Hotel Room • North Jaylan,"Impactful Yurt in Dejahmouth",https://s3.amazonaws.com/similar-homes-module/city/city625.jpg,718,2.5,679
734,Private room • North Aimeeland,"Wireless Chalet in Beatriceburgh",https://s3.amazonaws.com/similar-homes-module/city/city837.jpg,1582,3.5,628
735,Hotel Room • Lake Juliebury,"Killer Duplex in Port Mitchel",https://s3.amazonaws.com/similar-homes-module/city/city255.jpg,358,5,156
736,Entire home • Tyreseside,"Granular Bungaloo in Kleinville",https://s3.amazonaws.com/similar-homes-module/city/city723.jpg,1166,5,350
737,Hotel Room • East Shany,"Cutting-edge Chalet in Muraziktown",https://s3.amazonaws.com/similar-homes-module/city/city28.jpg,1778,3.5,626
738,Private room • Pearlineton,"Virtual Studio in Fabiolaland",https://s3.amazonaws.com/similar-homes-module/city/city561.jpg,1298,4.5,259
739,Private room • Danielchester,"Integrated Villa in Lake Isabel",https://s3.amazonaws.com/similar-homes-module/city/city795.jpg,1262,3.5,646
740,Hotel Room • Lake Remingtonfurt,"B2B Yurt in Masonfort",https://s3.amazonaws.com/similar-homes-module/city/city441.jpg,1840,2.5,763
741,Private room • Sheamouth,"Mission-critical Terrace in Brycenbury",https://s3.amazonaws.com/similar-homes-module/city/city840.jpg,450,3.5,359
742,Entire home • Hodkiewiczchester,"Clicks-and-mortar Apartment in Bernhardmouth",https://s3.amazonaws.com/similar-homes-module/city/city229.jpg,1888,2.5,363
743,Private room • Marcoburgh,"Innovative Villa in Markshaven",https://s3.amazonaws.com/similar-homes-module/city/city751.jpg,397,3.5,302
744,Private room • Altenwerthburgh,"Web-enabled Condo in West Kayleigh",https://s3.amazonaws.com/similar-homes-module/city/city604.jpg,1238,3,549
745,Hotel Room • South Estefania,"Out-of-the-box Villa in Norbertomouth",https://s3.amazonaws.com/similar-homes-module/city/city908.jpg,715,3,29
746,Private room • North Omerhaven,"Rich Condo in New Nathanialtown",https://s3.amazonaws.com/similar-homes-module/city/city126.jpg,1251,3.5,714
747,Hotel Room • East Alisaborough,"Dot-com Studio in West Silas",https://s3.amazonaws.com/similar-homes-module/city/city102.jpg,1641,3.5,493
748,Private room • East Zelda,"Impactful Terrace in East Brandishire",https://s3.amazonaws.com/similar-homes-module/city/city964.jpg,1394,4,534
749,Private room • Kerlukeville,"Back-end Studio in Demetrisport",https://s3.amazonaws.com/similar-homes-module/city/city821.jpg,1504,2.5,372
750,Hotel Room • South Price,"Collaborative Loft in Hilllton",https://s3.amazonaws.com/similar-homes-module/city/city206.jpg,830,3,397
751,Hotel Room • East Dorris,"E-business Terrace in West Stone",https://s3.amazonaws.com/similar-homes-module/city/city117.jpg,1804,4,495
752,Entire home • Huelsport,"B2C Loft in Lake Remingtonchester",https://s3.amazonaws.com/similar-homes-module/city/city224.jpg,106,4,435
753,Hotel Room • Lake Darrylburgh,"Visionary Penthouse in South Ozella",https://s3.amazonaws.com/similar-homes-module/city/city452.jpg,1467,4.5,392
754,Entire home • North Christophefurt,"End-to-end Suite in Mekhitown",https://s3.amazonaws.com/similar-homes-module/city/city551.jpg,1564,3.5,713
755,Hotel Room • Lake Lincolntown,"Extensible Yurt in Naderstad",https://s3.amazonaws.com/similar-homes-module/city/city851.jpg,485,4.5,503
756,Hotel Room • North Ron,"Web-enabled Bungaloo in North Jayden",https://s3.amazonaws.com/similar-homes-module/city/city591.jpg,554,4,472
757,Private room • Port Nichole,"Dot-com House in North Elmo",https://s3.amazonaws.com/similar-homes-module/city/city179.jpg,815,5,320
758,Entire home • South Rick,"Collaborative Apartment in Mitchelltown",https://s3.amazonaws.com/similar-homes-module/city/city917.jpg,786,4.5,329
759,Entire home • Dejastad,"Plug-and-play Duplex in Roobfurt",https://s3.amazonaws.com/similar-homes-module/city/city71.jpg,1234,4,34
760,Hotel Room • West Murlland,"Out-of-the-box Town-Home in Kylerhaven",https://s3.amazonaws.com/similar-homes-module/city/city579.jpg,775,3,775
761,Entire home • Hildaport,"Proactive Villa in West Jonatan",https://s3.amazonaws.com/similar-homes-module/city/city810.jpg,1567,2.5,746
762,Hotel Room • Boylestad,"Front-end Penthouse in East Haleighhaven",https://s3.amazonaws.com/similar-homes-module/city/city880.jpg,1513,4.5,757
763,Hotel Room • Carmelatown,"Bleeding-edge Duplex in Zoehaven",https://s3.amazonaws.com/similar-homes-module/city/city11.jpg,1399,3,289
764,Private room • Abagailtown,"Strategic Town-Home in New Cathrinemouth",https://s3.amazonaws.com/similar-homes-module/city/city301.jpg,123,3.5,255
765,Hotel Room • Woodrowborough,"Intuitive Cabin in Dustyfurt",https://s3.amazonaws.com/similar-homes-module/city/city801.jpg,175,2.5,506
766,Entire home • West Percy,"Interactive Yurt in Tatehaven",https://s3.amazonaws.com/similar-homes-module/city/city730.jpg,1713,3,668
767,Hotel Room • East Jakayla,"Vertical Town-Home in Luellatown",https://s3.amazonaws.com/similar-homes-module/city/city69.jpg,752,3,88
768,Entire home • Audraville,"User-centric Bungaloo in South Cotystad",https://s3.amazonaws.com/similar-homes-module/city/city899.jpg,495,4,449
769,Private room • South Marcchester,"Magnetic Terrace in West Magali",https://s3.amazonaws.com/similar-homes-module/city/city433.jpg,220,4.5,626
770,Private room • New Nannie,"Innovative Suite in North Lillianaport",https://s3.amazonaws.com/similar-homes-module/city/city554.jpg,1295,2.5,77
771,Entire home • Connieborough,"Bleeding-edge Apartment in South Judyfort",https://s3.amazonaws.com/similar-homes-module/city/city352.jpg,1518,3.5,362
772,Hotel Room • Jalenland,"Frictionless Vacation-House in West Aliyah",https://s3.amazonaws.com/similar-homes-module/city/city273.jpg,1402,3,449
773,Entire home • East Lucious,"Sexy Loft in East Chandler",https://s3.amazonaws.com/similar-homes-module/city/city14.jpg,1512,3,758
774,Hotel Room • Lake Kaylahburgh,"User-centric Yurt in Lake Carrollfort",https://s3.amazonaws.com/similar-homes-module/city/city95.jpg,1141,2.5,583
775,Hotel Room • New Ladariusmouth,"Scalable Bungaloo in New Florida",https://s3.amazonaws.com/similar-homes-module/city/city671.jpg,1232,4,48
776,Hotel Room • East Dillanfort,"Visionary House in West Jacey",https://s3.amazonaws.com/similar-homes-module/city/city385.jpg,994,4,536
777,Entire home • North Brandoburgh,"Frictionless Loft in Dickinsonmouth",https://s3.amazonaws.com/similar-homes-module/city/city134.jpg,1112,3,77
778,Hotel Room • West Raphaelside,"Virtual Town-Home in Nikolausshire",https://s3.amazonaws.com/similar-homes-module/city/city78.jpg,171,2.5,329
779,Hotel Room • Mckenziehaven,"Front-end Bungaloo in Borerview",https://s3.amazonaws.com/similar-homes-module/city/city906.jpg,1959,3.5,365
780,Entire home • Llewellynton,"Plug-and-play Duplex in Westshire",https://s3.amazonaws.com/similar-homes-module/city/city800.jpg,398,2.5,274
781,Private room • Port Dale,"Bricks-and-clicks House in Huelburgh",https://s3.amazonaws.com/similar-homes-module/city/city23.jpg,82,3.5,145
782,Hotel Room • Hillsside,"Transparent Cabin in Lebsacktown",https://s3.amazonaws.com/similar-homes-module/city/city339.jpg,351,3.5,225
783,Hotel Room • Eladiotown,"One-to-one Studio in Lake Norma",https://s3.amazonaws.com/similar-homes-module/city/city152.jpg,901,4,135
784,Hotel Room • Hartmannton,"Dynamic Town-Home in Auerton",https://s3.amazonaws.com/similar-homes-module/city/city967.jpg,496,4.5,59
785,Private room • East Evelyn,"Plug-and-play Yurt in Brakuston",https://s3.amazonaws.com/similar-homes-module/city/city523.jpg,963,2.5,453
786,Private room • North Javonte,"Holistic Suite in Coyburgh",https://s3.amazonaws.com/similar-homes-module/city/city617.jpg,899,4.5,546
787,Private room • Port Meggietown,"World-class Condo in Nikolashaven",https://s3.amazonaws.com/similar-homes-module/city/city559.jpg,881,4.5,340
788,Private room • Brekkeshire,"Holistic Town-Home in Janiyachester",https://s3.amazonaws.com/similar-homes-module/city/city340.jpg,1426,3,434
789,Entire home • Timmyberg,"User-centric Duplex in Elinorbury",https://s3.amazonaws.com/similar-homes-module/city/city780.jpg,364,3,760
790,Entire home • New Arthurbury,"Holistic Condo in West Geoffreyville",https://s3.amazonaws.com/similar-homes-module/city/city875.jpg,1321,4,198
791,Hotel Room • East Caleb,"Robust Suite in West Georgiannamouth",https://s3.amazonaws.com/similar-homes-module/city/city746.jpg,693,3,651
792,Entire home • West Toy,"Clicks-and-mortar House in East Hosealand",https://s3.amazonaws.com/similar-homes-module/city/city253.jpg,1476,3.5,509
793,Entire home • Lake Orionfort,"Mission-critical Duplex in North Marjolaine",https://s3.amazonaws.com/similar-homes-module/city/city553.jpg,1700,4,256
794,Entire home • East Emilie,"E-business Suite in Ferryborough",https://s3.amazonaws.com/similar-homes-module/city/city634.jpg,211,3.5,146
795,Entire home • South Deliahaven,"Clicks-and-mortar Suite in South Chetview",https://s3.amazonaws.com/similar-homes-module/city/city816.jpg,332,5,51
796,Entire home • South Rowland,"Ubiquitous Terrace in East Constanceberg",https://s3.amazonaws.com/similar-homes-module/city/city686.jpg,597,2.5,520
797,Entire home • South Celineshire,"One-to-one Penthouse in New Wilberthaven",https://s3.amazonaws.com/similar-homes-module/city/city499.jpg,792,4,234
798,Hotel Room • Willatown,"Bleeding-edge Studio in Rowanfort",https://s3.amazonaws.com/similar-homes-module/city/city945.jpg,1587,4.5,332
799,Private room • Nelsonmouth,"Extensible Cabin in Bradburgh",https://s3.amazonaws.com/similar-homes-module/city/city177.jpg,657,3,249
800,Entire home • East Rebekah,"Customized Bungaloo in South Vickychester",https://s3.amazonaws.com/similar-homes-module/city/city929.jpg,723,4.5,154
801,Private room • Luigiberg,"Impactful Penthouse in Port Destinmouth",https://s3.amazonaws.com/similar-homes-module/city/city572.jpg,867,3.5,279
802,Private room • Elodyland,"Efficient Home in Betsyville",https://s3.amazonaws.com/similar-homes-module/city/city767.jpg,1430,4.5,763
